BEGINNING EPISODE0
BEGINNING TRIAL
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
((12, 4), 0) | ((1, 0), 0)
